Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,KPss_T1,KPss_T2,Rcv_T1,Rcv_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2019-2020,22,ATALANTA,GENOA,02/02/2020,STADIUM GEWISS STADIUM,15:00:00,DAVIDE  MASSA,FILIPPO  MELI,RODOLFO  DI VUOLO,GIANLUCA  MANGANIELLO,MAURIZIO  MARIANI,ALBERTO TEGONI,2,2,D,GIAN PIERO GASPERINI,DAVIDE NICOLA,3-4-1-2,3-5-2,98'38,47'59,0.49,26'55 (56%),11'37 (43%),15'18 (57%),21'04 (44%),13'25 (64%),7'39 (36%),4'20,4'38,4'09,4'13,4'27,5'08,4'00,3'50,3'28,2'49,3'40,3'17,17,9,10(2),5(2),1,1,7,5,7,4,3,7,9,3,2,1,1,1,7,1,19,19,429,242,0.81,0.7,32,17,159,109,238,116,3,1,60,100,35,18,0 (0),1 (1),107.466,27.474,71.034,8.958,108.393,26.116,73.64,8.637,6.5,6.8,27 (42%),8 (13%),29 (45%),7 (19%),14 (38%),16 (43%),3/3,1/2,0/1,1/4,0/0,0/0,0/0,1/2,0/0,1/1,1/1,1/1,DUVAN ZAPATA,91,TONI SANABRIA,9,1.25,6.0,12.0
2019-2020,22,LAZIO,SPAL,02/02/2020,STADIUM OLIMPICO,15:00:00,ANTONIO  GIUA,ANTONIO  SANTORO,TARCISIO  VILLA,MANUEL  VOLPI,MARCO  GUIDA,VALENTINO FIORITO,5,1,H,SIMONE INZAGHI,LEONARDO SEMPLICI,3-5-2,3-5-2,92'07,56'56,0.62,28'24 (50%),16'15 (57%),12'09 (43%),28'32 (50%),15'49 (55%),12'43 (45%),2'43,3'22,5'09,5'07,4'43,7'19,4'39,4'18,5'14,4'40,5'29,4'12,12,10,10(5),5(1),0,0,7,2,2,5,3,4,9,3,3,0,1,0,5,2,9,10,496,407,0.88,0.88,40,19,159,121,297,267,4,2,58,49,20,8,0 (0),0 (0),108.235,26.67,72.583,8.982,108.984,25.276,74.525,9.183,6.9,7.0,23 (42%),11 (20%),21 (38%),15 (43%),6 (17%),14 (40%),0/1,1/1,0/1,1/1,0/0,0/0,3/5,1/1,0/0,2/4,1/1,0/0,CIRO IMMOBILE,17,SIMONE MISSIROLI,7,1.22,6.5,13.0
2019-2020,22,MILAN,HELLAS VERONA,02/02/2020,STADIUM GIUSEPPE MEAZZA,15:00:00,DANIELE  CHIFFI,STEFANO  LIBERTI,DAVIDE  IMPERIALE,DAVIDE  GHERSINI,PAOLO  VALERI,DANIELE BINDONI,1,1,D,STEFANO PIOLI,IVAN JURIC,4-4-2,3-4-2-1,96'59,51'54,0.54,29'43 (57%),12'54 (43%),16'49 (57%),22'11 (43%),12'50 (58%),9'21 (42%),4'13,5'02,5'38,4'10,3'16,7'24,4'43,2'14,3'33,4'07,3'17,4'17,17,8,6(1),6(1),1,0,3,5,11,2,2,5,4,4,0,1,0,4,9,3,11,12,454,250,0.81,0.74,22,22,181,93,250,135,2,3,42,133,26,13,0 (0),0 (0),110.846,30.228,71.444,9.174,110.777,28.751,72.719,9.307,6.7,6.8,35 (49%),9 (13%),27 (38%),24 (67%),5 (14%),7 (19%),3/4,0/0,2/9,2/4,0/0,0/0,1/2,0/0,3/4,0/1,0/0,0/0,HAKAN CALHANOGLU,10,DAVIDE FARAONI,5,1.66,3.6,5.75
2019-2020,22,LECCE,TORINO,02/02/2020,STADIUM ETTORE GIARDINIERO - VIA DEL MARE,18:00:00,GIANLUCA  ROCCHI,LUCA  MONDIN,VITO  MASTRODONATO,ANTONIO  DI MARTINO,LUIGI  NASCA,DARIO CECCONI,4,0,H,FABIO LIVERANI,WALTER MAZZARRI,4-3-1-2,3-4-2-1,94'20,53'14,0.56,25'46 (48%),13'24 (52%),12'22 (48%),27'28 (52%),12'46 (46%),14'42 (54%),4'33,4'00,4'21,4'34,4'06,4'11,3'50,3'55,4'33,4'35,5'12,5'23,14,11,11(4),4(0),2,0,11,4,3,7,4,6,6,2,2,0,4,4,5,3,14,23,333,356,0.8,0.83,26,34,127,145,179,177,2,2,48,53,17,11,1 (1),0 (0),113.306,27.648,76.283,9.375,108.531,28.351,70.838,9.342,7.0,6.6,18 (40%),8 (18%),19 (42%),17 (36%),2 (4%),28 (60%),3/3,1/3,0/3,2/2,0/0,1/1,1/1,1/3,3/4,0/1,0/0,0/0,FILIPPO FALCO,10,ANDREA BELOTTI,9,3.2,3.5,2.2
2019-2020,22,UDINESE,INTER,02/02/2020,STADIUM DACIA ARENA - STADIO FRIULI,20:45:00,MARCO  DI BELLO,STEFANO  ALASSIO,FILIPPO  VALERIANI,MARCO  PICCININI,MICHAEL  FABBRI,MAURO GALETTO,0,2,A,LUCA GOTTI,ANTONIO CONTE,3-5-2,3-5-2,94'41,60'03,0.63,29'32 (49%),14'21 (49%),15'11 (51%),30'31 (51%),16'51 (55%),13'40 (45%),4'32,4'46,5'30,5'04,3'11,6'29,5'04,6'22,4'51,4'57,5'20,3'56,11,14,4(0),10(2),0,1,1,8,7,4,7,3,5,9,0,1,1,0,3,2,10,16,404,552,0.86,0.87,25,31,150,234,229,287,3,4,84,96,16,14,0 (0),1 (1),115.353,26.809,78.511,10.033,119.833,25.377,85.492,8.964,7.1,7.3,18 (34%),11 (21%),24 (45%),17 (37%),15 (33%),14 (30%),3/3,0/1,2/4,4/9,0/0,0/0,0/0,0/1,1/1,2/3,0/0,0/0,SEKO FOFANA,6,ROMELU LUKAKU,9,5.0,3.8,1.7
2019-2020,22,SAMPDORIA,NAPOLI,03/02/2020,STADIUM LUIGI FERRARIS,20:45:00,FEDERICO  LA PENNA,MATTEO  PASSERI,SALVATORE  LONGO,JUAN LUCA  SACCHI,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,2,4,A,CLAUDIO RANIERI,GENNARO GATTUSO,4-4-2,4-3-3,98'51,49'55,0.5,19'44 (40%),10'18 (52%),9'26 (48%),30'11 (60%),18'14 (60%),11'57 (40%),2'39,3'22,3'50,3'13,2'59,3'41,7'36,5'34,4'31,4'46,3'50,3'54,12,12,10(2),10(4),2,0,6,6,2,2,4,6,6,7,1,2,1,2,4,6,17,6,237,513,0.73,0.86,15,36,89,172,132,305,3,3,32,55,17,17,1 (1),0 (0),106.689,27.648,70.205,8.836,108.988,28.311,71.473,9.204,6.4,6.5,20 (53%),4 (10%),14 (37%),28 (51%),5 (9%),22 (40%),0/0,0/0,1/5,0/0,0/0,0/0,0/2,0/0,2/3,1/1,0/0,0/0,FABIO QUAGLIARELLA,27,DIEGO DEMME,4,4.33,3.8,1.8
2019-2020,23,ROMA,BOLOGNA,07/02/2020,STADIUM OLIMPICO,20:45:00,MARCO  GUIDA,DAMIANO  DI IORIO,DAVIDE  IMPERIALE,JUAN LUCA  SACCHI,MASSIMILIANO  IRRATI,CIRO CARBONE,2,3,A,PAULO FONSECA,SINISA MIHAJLOVIC,4-2-3-1,4-3-3,96'06,54'53,0.57,28'10 (51%),15'28 (55%),12'42 (45%),26'43 (49%),12'34 (47%),14'09 (53%),4'10,5'29,4'05,5'07,4'16,5'03,5'44,3'56,5'35,3'42,4'13,3'33,14,12,10(1),8(3),0,0,9,7,4,4,4,8,6,7,1,2,1,0,6,6,11,16,437,291,0.83,0.78,50,30,205,108,180,153,1,3,54,74,27,30,0 (0),0 (0),113.667,25.375,77.168,11.124,119.192,25.239,82.965,10.988,7.1,7.4,30 (48%),13 (20%),20 (32%),21 (35%),6 (10%),33 (55%),2/4,2/2,0/0,1/3,0/0,0/0,0/0,2/2,2/2,1/1,0/0,0/0,EDIN DZEKO,9,MUSA BARROW,99,1.61,4.33,5.0
2019-2020,23,FIORENTINA,ATALANTA,08/02/2020,STADIUM ARTEMIO FRANCHI,15:00:00,MAURIZIO  MARIANI,ALESSANDRO  COSTANZO,SERGIO  RANGHETTI,DANIELE  CHIFFI,LUIGI  NASCA,RODOLFO DI VUOLO,1,2,A,GIUSEPPE IACHINI,GIAN PIERO GASPERINI,3-5-2,3-4-1-2,96'09,56'21,0.59,20'19 (36%),13'24 (66%),6'55 (34%),36'02 (64%),18'38 (52%),17'24 (48%),3'39,3'45,4'27,2'13,2'37,3'38,5'46,6'06,5'38,5'25,5'00,8'07,5,13,3(1),7(2),0,0,2,4,2,6,4,2,2,6,0,1,0,1,4,3,20,13,176,498,0.62,0.84,19,33,63,175,94,290,1,3,53,65,17,33,0 (0),0 (0),103.626,26.921,67.479,9.226,105.232,28.158,66.733,10.341,6.6,6.7,17 (46%),2 (5%),18 (49%),18 (26%),18 (27%),32 (47%),1/1,0/0,0/2,0/1,0/0,0/0,0/0,0/0,0/0,0/1,0/0,0/1,FEDERICO CHIESA,25,RUSLAN MALINOVSKYI,18,4.2,3.8,1.83
2019-2020,23,TORINO,SAMPDORIA,08/02/2020,STADIUM OLIMPICO GRANDE TORINO,18:00:00,PAOLO  VALERI,FABIANO  PRETI,MARCO  BRESMES,NICCOLO'  BARONI,DANIELE  DOVERI,DANIELE BINDONI,1,3,A,MORENO LONGO,CLAUDIO RANIERI,3-4-3,4-4-2,96'28,50'01,0.52,27'29 (55%),14'26 (53%),13'03 (47%),22'32 (45%),11'48 (52%),10'44 (48%),7'29,4'17,4'46,4'20,3'34,3'03,3'15,3'44,5'03,2'11,2'35,5'44,2,8,2(1),6(3),0,2,2,5,0,2,3,1,1,6,1,1,5,3,2,3,16,19,409,318,0.8,0.77,42,25,187,86,180,207,0,3,80,157,26,16,0 (0),1 (1),105.04,29.109,67.479,8.452,108.903,29.125,71.247,8.531,6.4,6.6,25 (54%),5 (11%),16 (35%),10 (23%),10 (24%),23 (53%),1/3,0/1,3/3,0/5,0/0,1/1,0/1,0/1,0/1,1/3,0/0,0/1,SIMONE VERDI,24,GASTON RAMIREZ,11,2.15,3.3,3.5
2019-2020,23,HELLAS VERONA,JUVENTUS,08/02/2020,STADIUM MARCANTONIO BENTEGODI,20:45:00,DAVIDE  MASSA,ALBERTO  TEGONI,VALERIO  COLAROSSI,LIVIO  MARINELLI,MICHAEL  FABBRI,STEFANO ALASSIO,2,1,H,IVAN JURIC,MAURIZIO SARRI,3-4-2-1,4-3-3,96'58,49'34,0.51,23'09 (47%),9'53 (43%),13'16 (57%),26'25 (53%),11'36 (44%),14'49 (56%),4'16,4'56,3'04,3'14,4'14,3'25,4'12,1'49,5'20,5'12,3'43,6'08,9,10,5(2),5(1),1,1,4,4,4,5,3,3,4,5,0,1,1,2,3,4,11,18,322,387,0.78,0.81,33,14,129,146,160,227,2,3,41,49,21,14,1 (1),0 (0),110.275,25.752,74.322,10.201,110.213,26.868,73.408,9.937,6.9,6.7,26 (47%),8 (15%),21 (38%),15 (34%),14 (32%),15 (34%),0/0,0/2,3/7,1/4,0/0,0/0,2/2,0/2,1/1,2/3,0/0,0/0,GIAMPAOLO PAZZINI,11,CRISTIANO RONALDO,7,7.5,4.0,1.5
2019-2020,23,SPAL,SASSUOLO,09/02/2020,STADIUM PAOLO MAZZA,12:30:00,PIERO  GIACOMELLI,ALESSIO  TOLFO,VITTORIO  DI GIOIA,ALESSANDRO  PRONTERA,ALEANDRO  DI PAOLO,LUCA MONDIN,1,2,A,LEONARDO SEMPLICI,ROBERTO DE ZERBI,3-5-2,4-2-3-1,94'52,54'37,0.58,22'01 (40%),16'28 (75%),5'33 (25%),32'36 (60%),15'15 (47%),17'21 (53%),4'49,3'15,2'47,2'46,3'51,4'33,4'40,4'53,5'10,5'33,4'51,7'28,10,16,5(1),9(2),0,3,4,5,5,7,7,4,3,5,0,1,2,3,1,6,16,16,269,508,0.78,0.88,29,32,110,163,130,313,0,2,34,55,11,22,0 (0),1 (1),109.883,26.349,74.774,8.76,109.304,25.995,73.741,9.568,7.0,6.8,11 (42%),8 (31%),7 (27%),24 (41%),5 (8%),30 (51%),0/0,0/0,0/0,0/1,0/0,0/0,0/0,0/0,0/2,2/5,0/0,0/1,KEVIN BONIFAZI,41,JEREMIE BOGA,7,2.7,3.4,2.55
2019-2020,23,BRESCIA,UDINESE,09/02/2020,STADIUM MARIO RIGAMONTI,15:00:00,MARCO  PICCININI,LORENZO  MANGANELLI,ENRICO  CALIARI,ANTONIO  RAPUANO,GIANLUCA  MANGANIELLO,SALVATORE LONGO,1,1,D,DIEGO LOPEZ,LUCA GOTTI,4-4-2,5-3-2,97'24,51'18,0.53,19'56 (39%),9'34 (48%),10'22 (52%),31'22 (61%),13'46 (44%),17'36 (56%),2'20,5'11,3'48,2'32,2'19,3'45,4'32,5'23,6'13,4'08,5'02,6'04,9,16,7(1),8(1),0,0,4,8,2,8,6,6,5,11,0,1,1,1,4,9,8,17,222,411,0.66,0.8,35,32,70,138,117,241,3,8,55,70,17,19,0 (0),0 (0),108.019,25.572,71.841,10.606,103.455,24.771,68.103,10.581,7.0,7.0,10 (24%),9 (21%),23 (55%),25 (38%),14 (21%),27 (41%),0/0,0/0,1/1,3/5,1/1,0/0,1/2,0/0,3/5,4/9,0/0,0/1,DIMITRI BISOLI,25,RODRIGO DE PAUL,10,2.7,3.4,2.62
2019-2020,23,GENOA,CAGLIARI,09/02/2020,STADIUM LUIGI FERRARIS,15:00:00,GIANPAOLO  CALVARESE,MAURO  VIVENZI,VALENTINO  FIORITO,LORENZO  MAGGIONI,LUCA  PAIRETTO,PASQUALE DE MEO,1,0,H,DAVIDE NICOLA,ROLANDO MARAN,3-5-2,4-3-2-1,98'05,51'10,0.52,24'58 (49%),15'02 (60%),9'56 (40%),26'12 (51%),14'37 (56%),11'35 (44%),4'55,4'27,4'40,3'37,3'17,4'01,3'16,3'23,5'02,3'37,6'04,4'50,8,8,5(1),6(0),0,1,5,2,3,2,5,4,8,6,1,0,2,1,4,3,15,15,320,372,0.76,0.83,23,23,115,128,182,221,5,4,78,148,21,22,0 (0),0 (0),107.587,28.965,70.961,7.661,107.157,29.414,69.089,8.654,6.4,6.3,14 (27%),5 (10%),32 (63%),20 (40%),7 (14%),23 (46%),0/0,0/0,0/0,1/4,0/0,0/0,0/2,0/0,1/1,5/9,0/0,0/1,GORAN PANDEV,19,RADJA NAINGGOLAN,4,2.37,3.5,2.9
2019-2020,23,NAPOLI,LECCE,09/02/2020,STADIUM SAN PAOLO,15:00:00,ANTONIO  GIUA,MAURO  GALETTO,DOMENICO  ROCCA,FRANCESCO  FOURNEAU,ROSARIO  ABISSO,STEFANO DEL GIOVANE,2,3,A,GENNARO GATTUSO,FABIO LIVERANI,4-3-3,4-3-1-2,95'09,57'10,0.6,32'05 (56%),8'15 (26%),23'50 (74%),25'05 (44%),16'08 (64%),8'57 (36%),6'17,5'17,4'00,7'04,3'13,6'14,2'11,5'29,4'47,3'50,4'08,4'40,19,13,9(2),10(3),0,1,7,8,10,3,7,6,10,9,1,1,0,1,10,4,14,10,541,346,0.88,0.79,18,30,173,124,350,192,6,4,66,61,14,19,0 (0),0 (0),112.142,26.114,77.611,8.417,112.284,26.005,78.922,7.357,6.9,7.0,36 (50%),8 (11%),28 (39%),19 (56%),2 (6%),13 (38%),3/4,0/1,4/10,3/9,0/0,0/0,1/2,0/1,2/3,3/4,0/0,0/0,ARKADIUSZ MILIK,99,GIANLUCA LAPADULA,9,1.2,6.5,13.0
2019-2020,23,PARMA,LAZIO,09/02/2020,STADIUM ENNIO TARDINI,18:00:00,MARCO  DI BELLO,STEFANO  LIBERTI,EMANUELE  PRENNA,DANIELE  MINELLI,LUCA  BANTI,FILIPPO VALERIANI,0,1,A,ROBERTO D'AVERSA,SIMONE INZAGHI,4-3-3,3-5-2,98'07,54'30,0.56,22'56 (42%),11'32 (50%),11'24 (50%),31'34 (58%),18'21 (58%),13'13 (42%),3'46,2'42,4'05,1'10,4'53,6'19,3'37,6'44,4'35,8'15,3'42,4'41,16,17,6(0),6(1),0,0,3,6,10,11,5,4,6,5,0,0,1,2,7,6,13,10,325,392,0.84,0.85,39,19,129,153,157,218,3,4,147,79,21,20,0 (0),0 (0),110.488,25.87,75.175,9.443,114.961,27.384,77.373,10.204,6.8,7.0,24 (44%),11 (21%),19 (35%),30 (52%),17 (29%),11 (19%),0/2,0/1,3/6,3/3,0/0,0/0,2/3,0/1,3/4,3/5,0/0,0/1,RICCARDO GAGLIOLO,28,FELIPE CAICEDO,20,4.5,4.0,1.72
2019-2020,23,INTER,MILAN,09/02/2020,STADIUM GIUSEPPE MEAZZA,20:45:00,FABIO  MARESCA,GIORGIO  PERETTI,GIACOMO  PAGANESSI,FEDERICO  LA PENNA,PAOLO SILVIO  MAZZOLENI,GIORGIO SCHENONE,4,2,H,ANTONIO CONTE,STEFANO PIOLI,3-5-2,4-4-1-1,96'40,59'09,0.61,26'42 (45%),14'16 (53%),12'26 (47%),32'27 (55%),13'28 (41%),18'59 (59%),5'12,3'03,3'09,3'46,5'25,6'07,5'27,5'16,7'41,3'12,3'59,6'52,14,8,11(4),5(2),2,0,7,3,3,3,1,6,9,4,3,2,2,1,7,6,6,13,316,431,0.83,0.82,27,27,135,165,154,239,4,1,101,14,13,26,0 (0),0 (0),109.504,24.97,75.477,9.057,108.245,27.608,71.326,9.311,6.7,6.5,13 (33%),7 (18%),19 (49%),26 (46%),7 (12%),24 (42%),0/0,4/6,0/0,0/2,0/0,0/0,3/3,4/6,2/2,3/9,0/0,0/0,MARCELO BROZOVIC,77,ZLATAN IBRAHIMOVIC,21,1.95,3.4,4.1
2019-2020,24,LECCE,SPAL,15/02/2020,STADIUM ETTORE GIARDINIERO - VIA DEL MARE,15:00:00,MARCO  GUIDA,FILIPPO  MELI,CIRO  CARBONE,ANTONIO  DI MARTINO,PAOLO  VALERI,DANIELE BINDONI,2,1,H,FABIO LIVERANI,LUIGI DI BIAGIO,4-3-1-2,4-3-1-2,96'02,50'47,0.53,24'02 (47%),13'31 (56%),10'31 (44%),26'45 (53%),12'35 (47%),14'10 (53%),4'22,4'51,3'49,4'16,2'43,4'01,4'47,4'41,3'00,4'11,4'48,5'18,8,13,4(2),5(1),1,0,2,3,4,8,4,2,5,5,1,1,3,2,4,8,13,23,315,358,0.73,0.77,40,26,134,134,141,198,2,4,26,57,18,24,1 (1),0 (0),111.394,27.048,75.797,8.549,111.735,27.937,74.659,9.139,6.8,6.8,19 (53%),9 (25%),8 (22%),9 (17%),16 (29%),29 (54%),2/4,1/1,0/4,2/5,0/0,0/0,1/2,1/1,0/0,4/7,0/1,0/0,MARCO MANCOSU,8,ANDREA PETAGNA,37,2.2,3.5,3.2
2019-2020,24,BOLOGNA,GENOA,15/02/2020,STADIUM RENATO DALL'ARA,18:00:00,DAVIDE  MASSA,PASQUALE  DE MEO,LORENZO  GORI,RICCARDO  ROS,LUIGI  NASCA,DARIO CECCONI,0,3,A,SINISA MIHAJLOVIC,DAVIDE NICOLA,4-2-3-1,3-5-2,95'57,46'35,0.49,25'37 (55%),11'44 (46%),13'53 (54%),20'58 (45%),14'15 (68%),6'43 (32%),5'11,3'37,3'08,3'23,4'34,5'44,4'22,2'47,4'13,3'32,2'39,3'25,11,5,6(0),5(3),2,1,2,4,5,0,2,6,1,5,0,1,1,1,4,4,19,13,413,295,0.82,0.75,30,34,158,100,225,161,1,2,90,64,37,13,0 (0),1 (1),103.553,25.181,69.678,8.694,107.651,27.727,71.538,8.386,6.7,6.6,32 (47%),12 (18%),24 (35%),12 (39%),6 (19%),13 (42%),1/1,0/1,1/4,1/2,0/0,1/2,0/1,0/1,1/3,0/0,0/0,0/0,MUSA BARROW,99,TONI SANABRIA,9,1.83,3.75,4.2
2019-2020,24,ATALANTA,ROMA,15/02/2020,STADIUM GEWISS STADIUM,20:45:00,DANIELE  ORSATO,LORENZO  MANGANELLI,FABIANO  PRETI,GIANLUCA  MANGANIELLO,FABIO  MARESCA,VALENTINO FIORITO,2,1,H,GIAN PIERO GASPERINI,PAULO FONSECA,3-4-1-2,4-1-4-1,95'43,51'40,0.54,26'00 (50%),13'34 (52%),12'26 (48%),25'40 (50%),14'06 (55%),11'34 (45%),4'47,5'06,4'23,4'34,3'46,3'24,3'39,3'32,5'20,2'52,4'37,5'40,11,5,7(2),1(1),1,0,5,1,4,4,0,4,6,1,2,0,2,1,5,2,11,15,480,347,0.85,0.79,18,28,163,118,299,201,4,0,94,109,17,14,0 (0),0 (0),113.239,27.156,75.929,10.154,114.905,24.736,80.032,10.137,7.0,7.2,16 (35%),8 (17%),22 (48%),17 (37%),7 (15%),22 (48%),2/3,1/1,2/3,1/2,0/0,0/0,1/2,1/1,1/3,1/2,0/0,1/1,MARIO PASALIC,88,EDIN DZEKO,9,1.75,4.2,4.0
2019-2020,24,UDINESE,HELLAS VERONA,16/02/2020,STADIUM DACIA ARENA - STADIO FRIULI,12:30:00,EUGENIO  ABBATTISTA,ALESSANDRO  GIALLATINI,GIACOMO  PAGANESSI,SIMONE  SOZZA,ALEANDRO  DI PAOLO,ALESSIO TOLFO,0,0,D,LUCA GOTTI,IVAN JURIC,3-5-2,3-4-2-1,96'57,48'20,0.5,25'01 (52%),11'50 (47%),13'11 (53%),23'19 (48%),13'09 (56%),10'10 (44%),4'28,4'37,4'36,2'30,4'30,4'20,2'40,4'58,3'58,4'13,2'53,4'36,10,9,6(0),6(0),0,0,4,4,4,3,5,6,1,5,0,0,4,1,9,6,13,17,310,327,0.8,0.79,14,25,99,124,197,178,1,5,90,80,25,17,0 (0),0 (0),106.211,29.22,68.06,8.931,106.958,28.781,69.642,8.535,6.4,6.4,21 (43%),12 (24%),16 (33%),20 (45%),3 (7%),21 (48%),2/2,1/2,2/4,1/4,0/0,0/1,0/1,1/2,1/2,1/5,0/0,0/1,RODRIGO DE PAUL,10,FABIO BORINI,16,2.45,3.25,2.87
2019-2020,24,JUVENTUS,BRESCIA,16/02/2020,STADIUM ALLIANZ STADIUM,15:00:00,DANIELE  CHIFFI,LUCA  MONDIN,MATTEO  BOTTEGONI,IVANO  PEZZUTO,PIERO  GIACOMELLI,SERGIO RANGHETTI,2,0,H,MAURIZIO SARRI,DIEGO LOPEZ,4-3-3,4-3-1-2,96'58,53'06,0.55,34'51 (66%),10'00 (29%),24'51 (71%),18'15 (34%),11'26 (63%),6'49 (37%),4'17,5'36,6'21,6'12,4'30,7'55,1'25,2'51,3'47,2'49,3'54,3'29,20,5,11(2),2(0),1,0,8,1,9,3,2,5,10,2,1,0,3,0,16,2,12,8,660,263,0.89,0.74,29,25,191,83,440,155,10,2,79,128,21,17,0 (0),0 (0),108.327,28.885,71.008,8.434,102.066,26.864,68.654,6.548,6.4,6.4,26 (36%),23 (31%),24 (33%),9 (29%),3 (10%),19 (61%),1/2,2/4,8/9,4/7,0/0,0/0,0/0,2/4,1/1,1/1,0/0,0/1,PAULO DYBALA,10,EMANUELE NDOJ,6,1.16,8.0,15.0
2019-2020,24,SAMPDORIA,FIORENTINA,16/02/2020,STADIUM LUIGI FERRARIS,15:00:00,MASSIMILIANO  IRRATI,RODOLFO  DI VUOLO,ANTONIO  SANTORO,MARCO  SERRA,GIANLUCA  AURELIANO,STEFANO LIBERTI,1,5,A,CLAUDIO RANIERI,GIUSEPPE IACHINI,4-3-1-2,3-5-2,95'22,48'28,0.51,21'29 (44%),11'09 (52%),10'20 (48%),26'59 (56%),19'13 (71%),7'46 (29%),5'21,2'59,3'01,3'46,2'32,3'50,4'12,3'56,3'55,3'13,5'37,6'06,13,12,8(1),9(4),1,2,7,5,5,3,3,6,9,8,1,1,4,1,7,3,13,13,276,372,0.8,0.85,26,29,98,130,152,213,4,2,91,74,19,10,0 (0),2 (2),98.046,26.834,63.29,7.922,98.826,28.381,62.544,7.901,6.2,6.4,22 (47%),10 (21%),15 (32%),7 (27%),2 (8%),17 (65%),0/0,1/3,3/3,4/4,0/0,0/1,0/1,1/3,0/0,0/1,0/0,0/0,MANOLO GABBIADINI,23,DUSAN VLAHOVIC,28,2.75,3.1,2.7
2019-2020,24,SASSUOLO,PARMA,16/02/2020,STADIUM MAPEI STADIUM,15:00:00,MAURIZIO  MARIANI,ALESSANDRO  LO CICERO,SALVATORE  AFFATATO,VALERIO  MARINI,LUCA  PAIRETTO,MAURO GALETTO,0,1,A,ROBERTO DE ZERBI,ROBERTO D'AVERSA,4-2-3-1,4-3-3,95'58,53'52,0.56,36'05 (67%),12'30 (35%),23'35 (65%),17'47 (33%),12'39 (71%),5'08 (29%),4'31,5'58,7'38,5'28,7'48,4'42,4'27,2'24,1'40,2'29,1'32,5'15,10,6,5(0),6(1),0,1,3,2,5,0,5,4,7,3,0,1,3,0,5,3,14,19,538,185,0.87,0.68,22,22,179,78,337,85,7,1,55,77,14,17,0 (0),0 (0),110.252,28.621,72.702,8.929,111.627,29.503,73.361,8.763,6.6,6.7,34 (50%),8 (12%),26 (38%),15 (48%),1 (4%),15 (48%),0/1,0/0,3/4,3/3,0/0,0/1,0/0,0/0,2/2,0/1,0/0,2/2,FRANCESCO CAPUTO,9,GERVINHO,27,2.0,3.5,3.75
